Airline,Origin,Destination,Distance,DepTime,ArrDelay,Delayed
AA,ATL,LAS,1548,2118,84,1
WN,ORD,LAX,844,688,2,0
DL,LAS,DFW,276,1258,137,1
WN,LAX,LAX,728,370,89,1
UA,LAS,ORD,2288,1917,140,1
WN,ORD,DFW,1076,446,4,0
AS,ATL,LAX,1518,1058,136,1
NK,LAS,SFO,399,381,13,0
AA,ORD,LAX,2861,2235,165,1
AS,DEN,DFW,1145,895,-16,0
AA,DFW,DFW,431,2276,-13,0
B6,DEN,ORD,2419,2342,48,1
AA,DFW,LAX,1723,486,146,1
B6,ORD,CLT,1928,1332,102,1
AS,LAX,DEN,1345,1463,40,1
DL,LAS,DFW,2017,1679,170,1
UA,ATL,ORD,1837,416,100,1
DL,DEN,JFK,540,600,148,1
B6,LAS,DFW,2890,226,37,1
WN,DFW,JFK,482,1913,-9,0
WN,SFO,JFK,1314,2167,105,1
DL,DFW,ORD,1098,789,161,1
WN,LAS,LAX,997,1834,78,1
B6,LAX,DFW,1295,720,3,0
AS,ORD,DFW,289,1645,143,1
UA,DFW,SFO,664,1169,26,1
NK,LAX,DFW,1484,1300,89,1
AA,DEN,SFO,562,1870,178,1
B6,ORD,CLT,540,1718,15,1
NK,DFW,JFK,1408,466,165,1
B6,DFW,ATL,304,2157,9,0
AA,CLT,JFK,2463,1873,3,0
AA,LAS,DEN,2478,68,74,1
UA,ATL,ATL,2907,1409,16,1
UA,JFK,LAS,2279,2001,157,1
UA,DFW,JFK,2987,1423,92,1
WN,ATL,SFO,2982,672,153,1
B6,DFW,CLT,2559,267,154,1
AS,LAS,JFK,2752,2089,17,1
AA,CLT,ATL,720,718,53,1
B6,CLT,JFK,1144,2254,62,1
NK,CLT,DEN,1931,542,167,1
B6,JFK,ORD,1399,138,113,1
UA,SFO,DFW,561,516,15,1
UA,ATL,JFK,1889,843,73,1
B6,DEN,JFK,2480,269,179,1
UA,ATL,SFO,1160,693,159,1
WN,DFW,DEN,379,817,133,1
AA,DFW,LAS,827,1781,161,1
NK,JFK,DFW,1637,550,116,1
B6,DEN,JFK,2782,1456,17,1
AA,CLT,CLT,230,1810,44,1
WN,DFW,JFK,2708,2309,76,1
NK,DEN,JFK,2484,890,78,1
UA,DFW,LAS,2605,1065,58,1
DL,JFK,SFO,2873,1259,148,1
WN,DFW,DFW,1914,1840,29,1
DL,LAX,DFW,1580,690,114,1
AA,ATL,CLT,427,1397,31,1
B6,LAX,ORD,212,376,34,1
NK,CLT,JFK,2523,1537,113,1
UA,SFO,DFW,813,438,44,1
NK,LAS,DFW,2799,660,132,1
WN,ATL,SFO,864,1514,156,1
UA,DFW,CLT,470,1726,-18,0
DL,LAS,SFO,2300,2027,9,0
DL,LAS,SFO,2670,1070,29,1
AS,LAX,LAS,1853,208,148,1
NK,JFK,JFK,1077,1318,79,1
B6,ORD,CLT,2965,713,115,1
DL,JFK,LAS,2190,2244,16,1
B6,DEN,LAX,2719,1314,77,1
AS,CLT,ATL,2933,2145,94,1
WN,ATL,CLT,2414,623,114,1
AS,ATL,CLT,422,2011,116,1
B6,JFK,ORD,1650,1690,42,1
DL,LAS,JFK,1155,710,52,1
AA,CLT,SFO,1452,1953,9,0
B6,ORD,JFK,2920,1989,38,1
UA,ORD,SFO,1677,1978,73,1
AA,ATL,CLT,1000,1029,24,1
NK,ATL,ORD,2093,748,159,1
B6,LAX,LAX,477,25,-4,0
UA,ATL,ATL,1049,249,75,1
NK,LAX,JFK,1362,279,13,0
AS,SFO,LAX,2169,1624,128,1
AA,DFW,LAS,2645,1594,52,1
B6,SFO,CLT,657,2255,27,1
WN,DEN,LAS,1107,1488,27,1
AS,LAX,JFK,2600,1619,48,1
UA,LAX,DEN,2580,1380,156,1
WN,JFK,JFK,1851,679,149,1
DL,JFK,SFO,1523,1051,51,1
AS,DFW,DFW,1404,1227,74,1
AS,DFW,CLT,1510,2258,54,1
B6,SFO,DEN,918,1699,30,1
B6,JFK,JFK,1854,2037,79,1
UA,DFW,SFO,820,507,105,1
AS,LAX,DEN,2581,701,8,0
B6,JFK,ORD,672,1780,108,1
DL,SFO,CLT,711,821,174,1
NK,ORD,ORD,363,1393,1,0
NK,LAS,CLT,625,2165,157,1
NK,DFW,DFW,2239,389,58,1
B6,DFW,ORD,721,505,40,1
AS,DFW,CLT,2134,1571,35,1
NK,LAS,LAX,2894,1544,108,1
AA,JFK,JFK,1046,93,64,1
WN,DFW,CLT,651,1966,161,1
AS,DEN,CLT,2295,1529,82,1
DL,LAS,ATL,2385,1704,159,1
AS,ORD,SFO,751,1435,-2,0
DL,JFK,ORD,1178,1443,138,1
AS,CLT,LAS,785,299,2,0
NK,LAS,JFK,911,1579,67,1
WN,DEN,CLT,2205,1899,126,1
WN,DFW,SFO,2030,2190,13,0
DL,CLT,CLT,319,210,-12,0
AS,DEN,DFW,1166,540,142,1
WN,DEN,CLT,2396,1591,151,1
UA,LAS,SFO,864,572,31,1
AS,LAS,SFO,2867,2320,30,1
WN,JFK,DFW,340,1364,109,1
AA,LAX,SFO,1416,2191,139,1
AA,JFK,JFK,1137,1024,132,1
UA,LAX,CLT,1917,1924,114,1
WN,ORD,LAS,1944,1592,154,1
AA,LAX,ATL,2273,736,179,1
NK,DEN,DFW,2581,666,136,1
AS,ATL,SFO,1297,1285,-15,0
B6,DFW,DEN,1712,1856,15,1
WN,LAS,DEN,1739,47,-19,0
UA,LAX,SFO,1208,1014,113,1
WN,ORD,LAS,1092,1259,46,1
DL,JFK,LAX,1403,47,73,1
DL,LAX,DFW,406,344,30,1
AA,JFK,SFO,1408,1892,149,1
DL,LAS,JFK,1911,2060,71,1
UA,ORD,SFO,1217,1739,176,1
AA,ORD,LAS,2282,1330,142,1
UA,SFO,LAS,2925,1771,156,1
AS,JFK,SFO,906,1541,74,1
UA,LAS,DEN,1875,1170,78,1
DL,SFO,JFK,2178,1114,96,1
AS,LAS,DEN,1618,1220,57,1
DL,CLT,ATL,757,1402,157,1
UA,DFW,ATL,2569,1407,24,1
DL,ORD,LAX,2806,722,19,1
DL,LAS,CLT,2665,2062,122,1
DL,DFW,LAS,770,1811,-13,0
WN,LAS,JFK,2828,1109,33,1
AS,ORD,SFO,1445,898,61,1
AS,DEN,SFO,986,2011,59,1
NK,LAX,SFO,1076,1859,47,1
AS,ORD,ATL,2267,1522,44,1
NK,LAX,DEN,1993,1380,-7,0
UA,LAX,LAS,2534,806,107,1
NK,DFW,LAS,1785,1805,-20,0
NK,ATL,ATL,2541,239,58,1
B6,ATL,LAX,2599,380,161,1
UA,CLT,LAX,736,1037,145,1
AS,DEN,LAX,2184,2328,44,1
AA,LAX,JFK,667,1862,14,0
DL,JFK,SFO,1214,845,20,1
DL,DFW,DEN,276,2264,29,1
B6,SFO,DFW,2550,995,60,1
AA,DFW,ORD,1659,1871,35,1
WN,ATL,ORD,1123,1194,92,1
NK,DFW,JFK,1984,407,66,1
UA,CLT,JFK,1510,472,145,1
WN,DFW,CLT,334,1032,-12,0
AA,LAS,DEN,873,1637,42,1
B6,SFO,DFW,1072,2161,88,1
AA,LAX,ATL,1888,1905,179,1
B6,LAS,CLT,1802,1793,109,1
WN,LAX,LAS,2697,2323,59,1
WN,DEN,JFK,2186,1646,130,1
AA,CLT,LAX,2851,1526,120,1
AA,LAX,ATL,381,585,30,1
NK,DEN,DEN,274,1660,84,1
DL,DFW,ORD,2304,91,67,1
B6,SFO,JFK,2444,1954,83,1
DL,DFW,ORD,2008,482,77,1
UA,ORD,CLT,2832,1452,29,1
UA,DEN,DFW,2176,1330,155,1
AA,SFO,JFK,808,1883,133,1
WN,JFK,DFW,266,2227,72,1
UA,CLT,CLT,347,1030,-2,0
UA,CLT,LAS,1199,2080,45,1
DL,ATL,DEN,2678,1769,62,1
DL,CLT,ATL,2868,1894,86,1
NK,ORD,DFW,490,370,29,1
NK,DFW,ORD,2915,1627,148,1
UA,ORD,SFO,781,1039,3,0
AA,LAX,ATL,441,2000,-4,0
DL,DFW,SFO,2294,96,43,1
UA,CLT,ATL,2684,46,-20,0
WN,LAS,JFK,875,1372,113,1
DL,DFW,LAS,2936,1170,-16,0
UA,ORD,SFO,631,1229,46,1
NK,ORD,CLT,2428,1758,4,0
B6,CLT,DFW,2482,1754,90,1
DL,ORD,LAX,2734,735,74,1
B6,LAS,LAX,1170,2152,96,1
DL,JFK,JFK,2350,693,139,1
DL,JFK,LAS,2016,540,-7,0
NK,DFW,SFO,571,1853,72,1
AS,ATL,ATL,1019,1669,67,1
AS,ORD,DFW,1470,1206,58,1
B6,JFK,ATL,1769,1345,28,1
AA,SFO,ORD,1708,803,119,1
UA,JFK,LAS,500,774,-4,0
AA,DEN,SFO,861,17,7,0
AA,LAX,LAX,2475,1174,19,1
AS,ATL,LAX,1221,2075,134,1
UA,CLT,SFO,2135,1669,148,1
AS,ORD,LAS,748,2209,154,1
AS,LAS,ATL,2725,1315,16,1
NK,DFW,DEN,315,2096,50,1
AS,DEN,DEN,2706,1043,56,1
WN,LAX,LAS,275,64,97,1
AA,JFK,LAX,678,2285,9,0
NK,DFW,LAX,2778,760,114,1
NK,JFK,DFW,1567,2160,89,1
AA,ATL,ORD,608,1190,53,1
NK,CLT,DFW,631,114,147,1
AA,LAX,SFO,1175,512,158,1
WN,DEN,JFK,297,71,19,1
DL,DFW,ATL,409,612,11,0
NK,JFK,ATL,1252,1028,15,1
B6,CLT,ATL,2765,1736,24,1
B6,DFW,ORD,471,2250,4,0
WN,LAS,ATL,870,694,59,1
AA,LAX,SFO,1144,123,144,1
B6,DEN,ORD,913,567,174,1
WN,SFO,LAS,777,201,170,1
AS,JFK,CLT,800,1879,25,1
UA,ATL,CLT,561,123,50,1
B6,LAX,DFW,2492,1820,178,1
UA,SFO,ORD,1977,2142,136,1
AA,ORD,LAX,2857,2165,172,1
B6,LAS,ATL,2515,2067,10,0
WN,CLT,LAX,1229,1649,87,1
DL,SFO,LAS,1214,181,98,1
B6,CLT,LAX,267,675,54,1
B6,JFK,ATL,326,1361,6,0
B6,DEN,SFO,475,1296,178,1
B6,SFO,ORD,2822,5,137,1
WN,SFO,JFK,2835,1077,76,1
WN,LAS,DEN,2256,2274,151,1
DL,SFO,JFK,1463,1593,42,1
WN,SFO,LAX,2672,1039,161,1
WN,DEN,DEN,2148,637,162,1
AA,ORD,LAX,2842,713,59,1
NK,DEN,DFW,1407,1547,77,1
AA,LAS,ATL,1512,642,46,1
NK,ORD,CLT,1264,2054,175,1
UA,ORD,LAX,2427,1423,109,1
DL,SFO,LAX,2111,393,179,1
NK,SFO,ATL,1347,1461,46,1
AA,DFW,JFK,487,1907,160,1
DL,CLT,ORD,646,791,55,1
DL,CLT,CLT,882,881,13,0
B6,LAX,LAS,1112,1021,166,1
AS,DEN,ORD,239,2028,112,1
AS,DFW,SFO,480,479,10,0
AS,ATL,ATL,301,729,117,1
DL,SFO,ORD,1572,975,-6,0
B6,ATL,DFW,2177,2352,-20,0
UA,DFW,LAS,2674,871,-19,0
UA,CLT,ATL,877,1885,72,1
AS,DFW,CLT,1186,2314,87,1
UA,LAS,LAX,2765,647,18,1
B6,LAX,LAS,1661,591,28,1
AS,LAX,JFK,2793,751,90,1
NK,LAS,CLT,2917,234,40,1
NK,LAX,CLT,2916,1254,44,1
B6,ORD,ORD,740,182,142,1
UA,DEN,JFK,2966,764,121,1
AS,ATL,ATL,2814,2151,98,1
NK,CLT,ORD,1400,1249,-20,0
B6,CLT,LAX,1890,587,28,1
WN,LAX,DEN,2205,1902,167,1
NK,LAX,ORD,2758,160,139,1
WN,ORD,SFO,2761,742,59,1
B6,LAX,LAX,316,1262,74,1
B6,DFW,ATL,2529,328,141,1
AA,JFK,CLT,2002,685,177,1
NK,SFO,ORD,2861,1413,174,1
AA,CLT,JFK,2943,1938,-15,0
DL,ATL,DFW,501,437,87,1
NK,SFO,SFO,1975,1129,166,1
AS,LAS,DFW,1418,1330,130,1
DL,SFO,DEN,1266,2287,54,1
DL,LAX,JFK,2651,768,154,1
UA,LAX,LAX,2139,1338,33,1
WN,DEN,JFK,1423,978,94,1
UA,CLT,ORD,2682,1135,132,1
AS,ORD,ORD,1374,2312,126,1
B6,JFK,ATL,1117,2000,81,1
AA,JFK,DEN,1829,1897,22,1
AS,LAX,LAX,1824,1089,176,1
B6,DEN,JFK,348,654,176,1
AS,LAX,JFK,2412,1276,143,1
B6,DEN,ORD,842,2247,22,1
NK,JFK,ATL,287,346,88,1
AA,LAS,LAX,1757,91,95,1
B6,SFO,DFW,2545,176,-15,0
DL,JFK,DFW,2651,1495,133,1
AS,LAS,LAS,385,1264,122,1
AA,LAS,SFO,1673,1789,51,1
B6,DEN,JFK,2008,572,23,1
DL,LAX,SFO,2744,1057,42,1
DL,LAX,ORD,2741,779,13,0
NK,CLT,ORD,2019,1423,84,1
WN,LAS,ATL,374,420,15,1
DL,ATL,LAX,1408,954,33,1
UA,LAX,LAS,439,1665,124,1
AA,DFW,DEN,2054,204,146,1
AA,SFO,DEN,1185,260,129,1
AA,ATL,LAS,2832,752,-18,0
B6,LAS,LAX,806,481,1,0
AS,ATL,DEN,1766,976,141,1
B6,CLT,LAS,2753,1098,73,1
UA,ORD,SFO,1592,1273,168,1
AS,DEN,LAS,2955,321,64,1
NK,DEN,JFK,1827,1441,137,1
DL,ORD,LAS,222,319,176,1
B6,LAX,DEN,1354,449,43,1
AS,DEN,DEN,1581,1772,60,1
DL,SFO,DFW,2993,1619,92,1
AS,SFO,LAX,459,1699,115,1
DL,JFK,DEN,2224,2190,168,1
AS,DEN,JFK,1777,751,78,1
B6,LAS,JFK,539,2263,174,1
B6,LAS,SFO,2059,1226,166,1
UA,LAX,JFK,2437,2128,151,1
NK,ATL,DFW,1350,1073,160,1
NK,DEN,DEN,1689,2284,110,1
WN,ATL,ATL,1717,341,147,1
AA,LAS,DFW,2715,1346,178,1
B6,LAX,LAX,2534,1786,49,1
B6,DEN,SFO,1748,1446,13,0
DL,JFK,JFK,2893,114,58,1
WN,LAS,LAX,1371,1837,133,1
NK,JFK,CLT,1521,478,167,1
B6,CLT,LAX,1751,2187,135,1
AS,LAS,JFK,2155,2216,43,1
NK,JFK,DFW,2910,1123,56,1
WN,JFK,LAX,1898,1219,-17,0
AA,SFO,ORD,1570,2259,25,1
AS,DFW,DEN,2848,2297,160,1
DL,ORD,DEN,993,593,90,1
UA,LAS,ORD,569,1949,118,1
AS,LAX,ORD,1593,1563,99,1
NK,DEN,SFO,2602,312,145,1
AA,ATL,DEN,365,528,13,0
AS,DFW,JFK,2853,2036,24,1
WN,LAX,DFW,2708,1764,152,1
WN,JFK,SFO,1965,213,156,1
AA,LAS,DEN,980,1661,40,1
NK,ORD,ATL,1262,167,-19,0
WN,DEN,JFK,584,1930,58,1
AS,LAS,SFO,2590,1917,16,1
UA,JFK,ATL,2776,2247,164,1
AS,DFW,ATL,1402,1525,78,1
UA,ATL,DFW,1179,1057,63,1
WN,ORD,SFO,2663,934,-5,0
AS,LAX,LAS,1682,2149,154,1
WN,ORD,ATL,1574,2112,78,1
NK,JFK,JFK,2443,718,13,0
UA,JFK,ORD,1309,323,54,1
NK,CLT,SFO,1867,1457,27,1
WN,DFW,SFO,1901,281,41,1
B6,LAX,LAX,289,1220,-10,0
DL,ORD,DEN,970,1359,43,1
AS,LAX,ORD,2735,1041,152,1
B6,LAX,SFO,445,1473,42,1
NK,ATL,JFK,1024,2249,48,1
WN,ATL,LAX,2857,944,19,1
WN,SFO,DEN,1756,2066,-19,0
DL,LAX,LAS,2006,2355,81,1
WN,LAS,LAX,2721,1994,49,1
DL,SFO,ATL,950,949,162,1
AS,ATL,DFW,1506,777,17,1
UA,SFO,LAX,2245,1082,36,1
DL,JFK,CLT,2109,1222,129,1
DL,SFO,ORD,813,1251,119,1
B6,DEN,ATL,1846,852,3,0
WN,LAS,LAS,2981,745,28,1
AS,CLT,DFW,414,2311,111,1
UA,LAX,ORD,692,315,39,1
AA,ORD,SFO,238,1840,92,1
NK,ORD,JFK,2028,345,88,1
DL,DEN,ORD,1007,177,5,0
AA,LAX,ATL,2792,1434,36,1
WN,LAX,CLT,1816,1441,90,1
NK,ATL,DEN,2487,2358,100,1
DL,JFK,ORD,1202,654,119,1
AA,JFK,LAS,2861,222,145,1
B6,JFK,CLT,1052,608,1,0
AA,DFW,JFK,474,230,20,1
NK,LAS,DFW,1683,804,132,1
B6,ATL,JFK,1405,1417,4,0
NK,CLT,LAS,2599,704,138,1
UA,SFO,LAX,1223,1149,114,1
WN,DEN,ATL,1644,1995,17,1
AS,LAS,JFK,1803,290,145,1
AA,JFK,ATL,463,1557,79,1
DL,SFO,LAS,843,1503,94,1
NK,LAS,DFW,2735,211,139,1
NK,LAX,DFW,1693,278,172,1
WN,ATL,LAX,2460,1206,18,1
AA,DFW,DEN,1512,557,123,1
DL,DFW,JFK,1438,836,36,1
DL,SFO,JFK,1337,1964,57,1
NK,CLT,ATL,2327,1820,138,1
AS,LAS,SFO,2138,1829,96,1
NK,DFW,DFW,1422,1134,82,1
AS,LAX,ORD,2756,120,42,1
NK,LAX,LAS,464,1034,45,1
NK,DFW,LAS,1968,730,112,1
DL,DFW,ORD,1764,1468,12,0
AS,DFW,LAS,2942,1004,64,1
DL,DEN,ORD,2316,675,157,1
AA,CLT,DEN,1177,1995,82,1
NK,DFW,LAX,2732,2153,110,1
UA,ORD,LAX,1004,1444,11,0
AS,LAS,DEN,1328,1250,-10,0
B6,ATL,DFW,940,877,65,1
B6,CLT,DFW,2368,960,60,1
B6,LAS,SFO,1999,2047,-13,0
UA,SFO,JFK,1248,783,103,1
DL,ORD,DEN,2781,190,77,1
DL,DEN,LAS,1695,2267,-14,0
WN,SFO,DFW,1130,1005,167,1
B6,SFO,SFO,2741,2060,109,1
B6,CLT,ORD,1482,1986,153,1
DL,DFW,CLT,311,1850,-2,0
B6,DFW,JFK,2181,2243,57,1
DL,LAX,SFO,2624,1867,132,1
NK,LAX,DEN,248,2163,0,0
NK,ATL,DEN,988,1927,148,1
DL,SFO,JFK,794,1466,40,1
AS,CLT,LAX,260,1810,148,1
DL,ORD,DEN,668,1402,152,1
AA,JFK,LAX,2045,1446,157,1
AA,ATL,ATL,2255,639,19,1
AA,DEN,DEN,216,313,78,1
AA,DEN,LAX,2531,103,13,0
UA,LAS,DEN,639,979,9,0
WN,SFO,LAS,642,234,35,1
WN,LAS,DEN,1308,169,-16,0
DL,DFW,SFO,1267,1793,36,1
NK,DFW,ORD,2354,2293,-1,0
B6,DFW,ATL,1999,1053,106,1
AA,DFW,ATL,1044,1994,124,1
WN,ATL,JFK,2518,2352,129,1
WN,DEN,LAS,924,634,8,0
AA,JFK,LAS,1463,580,78,1
NK,LAX,SFO,1342,993,95,1
UA,LAS,LAX,1891,590,92,1
UA,DEN,ORD,1998,2212,-15,0
WN,DEN,SFO,1729,895,100,1
UA,ATL,JFK,2434,1596,57,1
AS,DFW,ORD,243,1291,153,1
AA,LAS,ATL,2314,1690,39,1
NK,LAX,DFW,1732,336,36,1
WN,ORD,SFO,1354,1302,95,1
AA,CLT,LAS,528,2289,-13,0
UA,LAS,LAX,2506,1594,105,1
AA,DFW,DEN,1573,1493,170,1
UA,ORD,LAX,1787,33,-15,0
NK,JFK,LAX,2626,559,0,0
UA,LAX,DFW,1615,1106,136,1
AA,ATL,DFW,2871,1436,169,1
NK,ATL,JFK,2148,2138,57,1
UA,DFW,CLT,1837,788,-7,0
AS,LAS,CLT,1533,56,42,1
DL,LAX,JFK,789,1620,83,1
AA,LAX,DEN,606,1049,158,1
DL,DFW,LAS,685,1471,58,1
AA,LAX,DFW,2147,1059,171,1
UA,DFW,SFO,2560,1996,129,1
UA,DFW,DEN,547,797,123,1
NK,SFO,JFK,2618,14,-9,0
WN,ATL,ORD,2611,1967,34,1
AS,LAX,SFO,1764,1603,135,1
WN,CLT,CLT,2839,2246,64,1
DL,JFK,SFO,2369,652,158,1
UA,JFK,JFK,1245,2036,166,1
WN,SFO,ORD,944,1271,170,1
UA,ATL,LAX,2640,2146,105,1
AA,ORD,ATL,2635,10,78,1
WN,JFK,ORD,926,863,173,1
DL,CLT,LAS,223,108,47,1
NK,CLT,DEN,2186,114,156,1
WN,ATL,DEN,979,1413,13,0
UA,LAX,DEN,1060,1571,142,1
B6,ATL,LAS,2996,391,123,1
B6,SFO,LAS,380,1687,57,1
NK,ATL,LAS,1915,1012,51,1
NK,ORD,ATL,925,169,57,1
AS,JFK,DEN,1818,1243,96,1
NK,LAS,LAS,1890,401,87,1
UA,DFW,DEN,1795,2237,-20,0
AA,LAX,CLT,1252,2169,173,1
WN,DEN,CLT,2506,2138,9,0
NK,LAX,DFW,933,1332,176,1
B6,DEN,ORD,947,345,132,1
AA,LAS,DEN,1825,190,145,1
UA,LAX,DFW,2634,769,20,1
AA,JFK,ORD,279,2140,121,1
UA,SFO,DEN,2380,2239,145,1
AS,CLT,ATL,2342,55,174,1
WN,LAX,DEN,1030,273,68,1
AA,ATL,SFO,1339,634,92,1
WN,CLT,JFK,2673,441,16,1
AA,ATL,DEN,502,420,102,1
UA,LAS,CLT,1381,482,115,1
UA,JFK,ORD,580,882,141,1
AA,SFO,LAX,1662,1295,18,1
AS,ORD,SFO,2658,1957,-8,0
UA,ORD,ATL,2068,829,43,1
DL,SFO,SFO,417,1153,102,1
DL,DEN,LAS,1922,919,-20,0
WN,ORD,CLT,1460,1909,74,1
NK,LAX,LAX,1133,1751,68,1
DL,DEN,DEN,680,1553,12,0
DL,SFO,ORD,2212,1827,59,1
AS,LAS,LAX,1757,2141,-3,0
AS,LAS,ORD,2402,778,18,1
NK,LAS,SFO,2600,236,54,1
B6,JFK,DEN,2545,1602,132,1
NK,ATL,LAS,1200,877,130,1
B6,ATL,ORD,1871,2162,79,1
AS,CLT,ORD,2361,122,174,1
B6,ORD,CLT,1085,2021,170,1
AS,JFK,ORD,2031,17,60,1
B6,ORD,ATL,2028,1374,40,1
UA,DEN,CLT,1075,92,25,1
AS,SFO,ORD,1212,434,151,1
NK,LAS,SFO,1745,552,101,1
WN,DFW,DFW,359,642,161,1
WN,DFW,LAS,1593,598,124,1
AS,ORD,JFK,2044,1027,29,1
DL,ORD,ATL,2520,830,54,1
WN,LAS,ORD,721,61,-15,0
NK,ORD,LAS,947,2333,40,1
DL,ORD,SFO,1368,15,58,1
WN,LAS,DFW,2997,305,116,1
AA,ATL,JFK,855,1881,171,1
AA,DEN,CLT,1581,341,148,1
AS,JFK,JFK,1276,1289,86,1
NK,LAX,JFK,435,1039,90,1
NK,ORD,ORD,2713,785,152,1
WN,LAX,JFK,575,89,95,1
UA,ORD,ORD,459,383,79,1
DL,DFW,DFW,2627,1049,117,1
WN,JFK,LAX,1974,278,67,1
AS,JFK,DFW,1646,2235,55,1
DL,SFO,DEN,2764,155,51,1
B6,LAS,DFW,2028,550,69,1
AS,LAS,CLT,384,739,34,1
WN,SFO,DEN,2567,683,157,1
UA,LAX,ATL,704,608,118,1
B6,SFO,LAX,2385,1059,155,1
AS,LAS,CLT,894,2314,1,0
WN,SFO,LAS,2369,1518,57,1
AA,LAX,CLT,2905,1886,172,1
NK,SFO,LAS,1288,1872,28,1
WN,ATL,JFK,2167,591,156,1
AA,CLT,DFW,2170,641,108,1
AA,ORD,ORD,1991,263,16,1
AS,DFW,ATL,1460,1836,38,1
WN,ORD,DFW,1113,1507,167,1
NK,SFO,JFK,2944,1620,94,1
WN,ORD,LAX,1566,572,173,1
AA,DFW,CLT,2839,651,82,1
DL,JFK,DEN,2721,759,115,1
B6,ATL,LAS,2602,91,85,1
UA,DEN,LAX,2602,1813,100,1
WN,LAX,DEN,2965,1165,121,1
B6,DEN,LAS,2791,970,51,1
B6,SFO,JFK,1406,517,99,1
DL,CLT,CLT,1204,1517,124,1
B6,ORD,ATL,1623,624,177,1
WN,ORD,DFW,1292,769,-7,0
AS,DFW,DFW,1189,873,129,1
AS,ORD,ATL,1465,2120,109,1
B6,LAS,ORD,1771,81,88,1
WN,SFO,ORD,1610,1276,119,1
WN,DFW,DFW,295,646,86,1
AA,DFW,JFK,1608,613,41,1
DL,JFK,ATL,2971,1047,67,1
NK,LAS,LAS,1219,1999,90,1
UA,LAX,LAX,2971,1981,74,1
NK,SFO,JFK,1102,2115,41,1
AA,SFO,LAS,2140,1723,116,1
UA,LAX,SFO,2607,1284,163,1
NK,CLT,DFW,846,264,12,0
WN,CLT,CLT,1518,1912,67,1
AS,LAS,CLT,612,1719,102,1
AA,LAX,DFW,345,2030,169,1
NK,JFK,LAX,1851,151,103,1
B6,LAS,ORD,2426,1506,77,1
B6,ORD,LAX,758,1961,2,0
UA,LAX,DEN,2567,484,134,1
WN,LAX,LAX,2830,1636,86,1
AS,LAX,ORD,682,772,136,1
UA,CLT,ATL,2649,831,135,1
NK,ORD,LAX,1412,1474,144,1
NK,JFK,JFK,2693,2244,40,1
AS,CLT,SFO,802,2017,119,1
NK,LAX,JFK,1246,1861,28,1
DL,DEN,SFO,1241,924,179,1
AS,CLT,DFW,1876,1273,127,1
B6,LAS,LAX,2570,492,14,0
NK,JFK,LAS,1892,1466,25,1
NK,LAS,DEN,2450,1,27,1
AA,CLT,SFO,933,760,18,1
AA,DEN,LAS,1801,1511,107,1
AA,DFW,CLT,1013,2099,13,0
AS,DEN,CLT,237,991,160,1
B6,LAX,ORD,2657,1754,108,1
AS,ORD,CLT,2521,1515,58,1
WN,LAS,ATL,1026,310,144,1
B6,ORD,SFO,1879,528,178,1
B6,SFO,DEN,2211,13,69,1
AS,ATL,JFK,653,634,116,1
AS,LAS,ATL,2060,1923,116,1
AA,ATL,LAS,1046,878,156,1
B6,DEN,LAS,1689,999,147,1
AA,LAX,SFO,232,756,88,1
WN,SFO,ORD,259,1586,167,1
DL,ORD,ORD,2282,999,-16,0
AA,JFK,CLT,2208,1079,0,0
AS,SFO,LAS,2091,438,146,1
NK,DFW,ORD,2770,1423,27,1
UA,SFO,CLT,466,1935,31,1
DL,JFK,DEN,703,1166,130,1
WN,DFW,DFW,2101,1354,60,1
NK,LAX,SFO,2553,2353,93,1
AS,JFK,LAX,2734,2240,116,1
DL,DEN,JFK,1541,2077,37,1
AS,DFW,LAX,2716,1869,2,0
AA,ATL,LAX,2208,1210,176,1
NK,JFK,ATL,2935,2034,46,1
AS,DFW,LAX,1955,455,80,1
NK,SFO,ATL,1344,965,179,1
WN,JFK,ATL,1856,970,52,1
UA,ATL,JFK,1876,1849,26,1
AA,DEN,LAS,2014,1209,131,1
AA,CLT,ORD,2244,134,55,1
NK,SFO,ATL,416,1498,133,1
WN,SFO,ORD,1556,315,4,0
WN,CLT,JFK,2990,680,-13,0
DL,SFO,SFO,2448,713,130,1
UA,ATL,CLT,1283,610,69,1
AS,DEN,JFK,432,1998,64,1
DL,LAX,LAS,2635,1015,71,1
AS,CLT,LAS,1559,1085,102,1
AS,ORD,JFK,1954,367,83,1
AS,ATL,CLT,1343,281,20,1
DL,LAX,ATL,2183,262,171,1
AA,LAS,ORD,2955,1250,55,1
WN,LAX,SFO,1700,1452,52,1
AA,DEN,LAX,1510,1769,140,1
UA,ORD,ORD,2479,1933,32,1
DL,DEN,LAS,1390,1009,145,1
UA,ATL,DFW,2349,281,51,1
WN,CLT,DEN,2283,611,31,1
WN,ORD,ORD,1547,639,157,1
B6,CLT,ORD,962,1147,150,1
UA,ORD,CLT,2279,44,6,0
AA,DFW,ORD,444,1593,39,1
NK,LAX,ATL,2599,897,63,1
UA,DEN,SFO,1025,1202,29,1
DL,SFO,LAS,2528,1036,156,1
WN,CLT,ORD,375,2084,148,1
WN,ATL,DEN,636,977,100,1
UA,LAS,ORD,2331,99,-16,0
UA,LAX,ORD,2015,216,123,1
AS,CLT,DEN,947,2081,37,1
